,isbn,count
1498,0449212602,88
1499,0449230279,1
1500,0449700712,3
1501,0452265347,4
1502,051509465X,4
1503,051512768X,3
1504,0515135062,49
1505,0517556278,16
1506,0517580497,17
1507,0553205587,10
1508,0553205757,1
1509,0553206575,2
1510,0553211013,1
1511,0553247921,1
1512,0553255851,4
1513,0553258001,30
1514,0553258656,4
1515,0553272586,13
1516,0553290207,1
1517,0553561278,11
1518,0553569074,15
1519,0553571656,25
1520,0553572997,96
1521,0553801945,6
1522,0590445561,3
1523,0618260307,5
1524,067081976X,12
1525,0670869902,20
1526,067101420X,30
1527,0671415948,1
1528,0671641778,4
1529,0671644475,12
1530,0671689711,2
1531,0671708635,42
1532,0679457313,21
1533,068416325X,13
1534,0684174685,1
1535,0743457943,16
1536,0786000988,1
1537,0786866276,18
1538,0804114986,90
1539,0805008950,2
1540,0849995299,2
1541,0942257324,0
1542,096444724X,1
1543,1571740252,1
1544,1904301088,2
1545,8423995801,2
1546,0140266771,10
1547,015644450X,7
1548,0679723420,5
1549,0441004016,6
1550,0671500546,2
1551,0140620338,20
1552,0460878263,1
1553,3257061269,12
1554,3404126661,1
1555,3453088433,6
1556,3453177622,5
1557,3453199766,1
1558,3453863593,2
1559,3499108518,6
1560,3518367064,5
1561,3746670144,1
1562,0373057296,1
1563,0373058446,1
1564,0373092237,1
1565,0373257074,1
1566,0425137015,1
1567,0441001335,3
1568,0441435351,0
1569,0451450604,3
1570,0451454677,1
1571,0553572490,5
1572,0553576976,3
1573,0060907894,1
1574,0099771519,69
1575,014018371X,1
1576,0140304770,8
1577,0140431268,3
1578,014044503X,1
1579,0192860925,6
1580,0349103232,6
1581,0380817705,6
1582,0451197003,5
1583,0551030682,1
1584,0551031085,0
1585,0551032510,1
1586,0571200389,2
1587,0679745653,14
1588,0785107649,1
1589,0785268480,6
1590,0851707777,1
1591,1576832899,2
1592,1853261750,2
1593,067102535X,22
1594,0876855575,9
1595,0140272658,12
1596,0330376136,4
1597,3257250053,1
1598,340780573X,1
1599,3407805853,1
1600,3442435838,3
1601,3442435951,6
1602,3453132262,1
1603,3785532237,1
1604,0385498721,31
1605,0385720920,33
1606,2070372294,1
1607,2264030542,1
1608,0029087104,1
1609,0030615321,1
1610,0140099832,6
1611,0140390693,6
1612,0226726770,1
1613,0312140940,15
1614,0316107417,9
1615,0316929190,13
1616,0345285549,14
1617,0345290240,2
1618,0345297687,1
1619,0345301870,7
1620,0345307674,8
1621,0345331605,3
1622,0345334515,1
1623,0345368940,8
1624,0375724575,4
1625,0380754843,12
1626,0385314744,16
1627,0394312066,1
1628,0425050750,1
1629,0425071421,1
1630,0439404371,31
1631,0440154731,5
1632,0440224624,45
1633,044100962X,3
1634,0445202718,1
1635,0449221164,3
1636,0451139712,6
1637,0451169530,56
1638,0553234811,19
1639,0553268945,9
1640,0553296981,62
1641,0553801031,2
1642,0590457225,15
1643,0671617028,48
1644,067163884X,0
1645,0671667815,1
1646,067168390X,27
1647,0671868691,23
1648,0679741011,6
1649,0766607119,3
1650,0766607127,2
1651,0836217632,6
1652,0880384514,2
1653,0894803700,12
1654,0939766027,1
1655,1895383129,1
1656,0385335482,130
1657,0385335881,71
1658,0671679627,2
1659,0375704043,4
1660,0373484070,1
1661,0373871279,4
1662,0805063889,32
1663,068986020X,4
1664,1573228567,3
1665,051513399X,7
1666,0553582658,19
1667,0449217868,1
1668,0671573020,1
1669,0517006456,2
1670,0312274572,1
1671,0374216495,6
1672,0679419152,4
1673,0786867086,3
1674,0060192895,7
1675,0140259198,4
1676,0345435249,27
1677,0826308791,21
1678,8850200005,2
1679,0451202503,20
1680,0399149759,8
1681,0451181468,7
1682,0671028375,41
1683,0345384733,4
1684,0671759361,12
1685,0399146008,21
1686,3442720001,3
1687,0515132632,4
1688,1570362084,0
1689,0375702709,67
1690,044990928X,16
1691,0060916508,41
1692,0671038184,66
1693,000636988X,2
1694,0006642004,0
1695,0060562080,11
1696,0140563733,1
1697,0140620915,3
1698,0142000663,28
1699,0142300128,1
1700,0330262130,27
1701,0330267388,21
1702,0330306839,9
1703,0345361792,145
1704,0394404289,17
1705,0399242562,2
1706,0434971383,1
1707,0552996009,38
1708,0552998001,28
1709,0552999504,5
1710,0552999512,1
1711,0575073004,2
1712,0575073314,2
1713,058242092X,1
1714,0590112899,17
1715,0590542443,4
1716,0590660543,28
1717,0613117905,0
1718,0679730346,6
1719,0679883878,1
1720,0708881297,2
1721,0743225082,30
1722,074603010X,1
1723,0749720182,2
1724,0749725028,1
1725,0752853007,1
1726,0756401453,2
1727,0805067868,1
1728,0811828379,1
1729,0861638522,0
1730,0963270702,5
1731,1578562333,3
1732,0345458915,15
1733,006092988X,28
1734,038531258X,25
1735,0140317937,5
1736,0553256696,13
1737,0785263780,1
1738,0802433243,2
1739,0375413081,3
1740,1400034779,147
1741,038533303X,13
1742,0440414520,1
1743,0451163753,5
1744,0786885688,56
1745,0345387007,10
1746,0385247745,5
1747,0671311891,1
1748,0671721038,1
1749,0671880187,35
1750,0802069347,1
1751,0895773538,2
1752,1558506454,2
1753,037570504X,41
1754,0472113658,1
1755,0553377868,25
1756,0609608444,26
1757,0767902521,84
1758,0892967048,4
1759,0915811332,4
1760,1558744606,19
1761,014131088X,32
1762,0345325818,24
1763,043909013X,1
1764,044023767X,4
1765,0140244824,52
1766,0884043142,2
1767,0743221990,10
1768,0312983212,12
1769,0553486411,0
1770,0865532168,1
1771,3478088534,1
1772,3821807059,6
1773,059040640X,0
1774,1566197155,1
1775,031227999X,3
1776,0805210318,4
1777,0385508417,36
1778,0385510438,50
1779,0307132668,2
1780,0373169876,1
1781,0385324057,34
1782,0718001044,1
1783,0812515722,1
1784,0848705459,1
1785,9505470010,2
1786,0061030651,8
1787,006109594X,11
1788,031298250X,12
1789,0425095584,1
1790,0425178773,1
1791,0425185710,32
1792,0451409086,3
1793,0553575619,6
1794,0671578391,1
1795,0486203077,1
1796,0671522817,3
1797,2894850743,1
1798,0618074716,1
1799,014025448X,67
1800,0151010102,1
1801,0312303033,1
1802,0553377876,21
1803,0618045996,10
1804,0671318314,3
1805,1400062888,3
1806,1558612815,4
1807,1931520038,3
1808,0061093092,6
1809,0061098361,12
1810,0140256369,6
1811,0174434642,2
1812,0312243022,58
1813,0312983824,38
1814,0316789844,16
1815,0345316770,6
1816,0345370805,34
1817,0375700757,107
1818,0375703055,58
1819,0380725398,3
1820,0385480016,20
1821,0385490445,31
1822,0385491050,6
1823,0394758285,18
1824,0440214424,12
1825,0446605891,3
1826,0446673544,30
1827,0449006344,12
1828,0449149676,22
1829,0451187903,15
1830,0451191153,31
1831,0451523067,4
1832,0451526295,2
1833,0553213504,9
1834,0553568183,2
1835,0671004565,39
1836,0671036505,28
1837,0671793489,46
1838,0679761837,6
1839,0679772677,32
1840,0743418174,188
1841,0821758950,1
1842,0679729917,4
1843,0425189414,11
1844,0446611239,24
1845,0451410912,3
1846,0451411013,6
1847,0553580078,11
1848,0812909372,0
1849,8481301132,1
1850,0316781266,66
1851,0486280616,7
1852,006101253X,4
1853,0373250223,15
1854,0373710992,10
1855,0373711026,5
1856,0373711115,1
1857,0373711123,3
1858,0373711131,0
1859,0380814021,32
1860,0380817683,15
1861,0440217806,2
1862,0446607835,1
1863,0451402103,2
1864,0671000381,4
1865,0671032658,16
1866,0671689231,8
1867,0671701053,3
1868,0743405978,4
1869,0061098795,23
1870,0373226519,3
1871,0375725784,115
1872,0465016146,2
1873,0791423549,1
1874,0380012774,5
1875,225313922X,8
1876,0060929596,9
1877,0142004030,13
1878,0345339703,105
1879,0345436911,44
1880,0373834985,3
1881,0375704558,7
1882,038039586X,10
1883,038533656X,18
1884,0440217520,22
1885,0452281784,21
1886,0452284481,8
1887,0670030643,31
1888,0679450548,9
1889,0743230213,8
1890,0802135196,16
1891,3499232871,9
1892,0374516901,1
1893,0375707425,10
1894,0440131480,19
1895,0609600745,5
1896,3453151933,0
1897,0231105592,1
1898,014056232X,1
1899,0440203155,1
1900,0440401119,1
1901,0440940001,33
1902,0590447319,3
1903,0812565959,17
1904,0061056103,1
1905,034536628X,2
1906,0425157539,16
1907,0425163385,24
1908,0553585118,14
1909,0553585681,10
1910,0671042262,49
1911,0684835975,14
1912,0684835983,26
1913,0684856603,11
1914,0743206029,35
1915,0743212002,11
1916,0743444051,10
1917,0880387300,2
1918,0880387483,2
1919,0886777690,7
1920,3426650754,5
1921,0373152655,1
1922,037348397X,10
1923,0451404033,1
1924,0380773155,8
1925,3404100263,6
1926,0679731148,54
1927,0006513409,0
1928,0140274294,4
1929,014143984X,2
1930,0307177092,1
1931,0330375253,33
1932,0375726322,2
1933,0440224837,18
1934,0671619055,3
1935,0679416781,1
1936,0723206015,2
1937,0752853694,10
1938,0786889373,4
1939,0812094271,1
1940,1559029838,43
1941,1579730272,1
1942,2020291541,2
1943,2070360024,21
1944,2070360075,1
1945,2070360423,4
1946,2070362361,3
1947,2070363104,1
1948,2070364283,4
1949,2070375161,7
1950,2070412571,0
1951,2070415686,7
1952,2070417700,1
1953,2070426815,0
1954,2070513726,1
1955,2070544281,1
1956,2207245810,1
1957,2207250474,1
1958,2207251756,0
1959,2207252000,4
1960,2207300838,1
1961,2253001295,2
1962,2253004898,3
1963,2253009164,2
1964,2253152064,1
1965,2253152277,2
1966,2253170453,1
1967,2258036992,0
1968,2264027681,2
1969,2264028815,2
1970,2266000489,3
1971,2266022504,5
1972,2266085778,1
1973,2266120158,1
1974,226612269X,6
1975,2290305251,0
1976,2290307831,1
1977,2290314110,1
1978,2290331406,1
1979,2707318094,2
1980,2723407381,1
1981,2723407403,1
1982,2723407411,1
1983,2723409821,0
1984,273811167X,1
1985,287129478X,1
1986,2871294798,1
1987,0380600129,22
1988,0425169324,1
1989,082176828X,4
1990,0316693324,21
1991,0553283685,23
1992,0064472930,2
1993,0590629824,2
1994,0743412273,12
1995,8420725927,6
1996,0140089586,1
1997,0316140651,1
1998,1559277785,2
1999,0205280854,0
2000,0312169655,2
2001,0312205872,2
2002,0345367898,12
2003,0345396529,2
2004,0385425686,1
2005,0393029190,4
2006,0440455332,3
2007,0449912558,40
2008,0553110721,4
2009,0553580272,22
2010,0670867144,1
2011,0679412271,1
2012,0679452281,5
2013,0785324712,1
2014,0803281730,1
2015,0805051732,1
2016,0811807150,1
2017,0934257345,1
2018,1558534245,0
2019,1560980087,1
2020,1860462995,2
2021,0449300021,11
2022,0385721358,8
2023,031231616X,12
2024,0743201736,1
2025,0767912233,17
2026,0894805770,40
2027,089480829X,52
2028,0971453217,1
2029,0440177499,3
2030,0312269102,0
2031,0553232053,1
2032,0345401123,5
2033,0345438329,74
2034,0688177751,45
2035,1593160127,1
2036,1593160151,1
2037,0451209435,1
2038,1551669501,7
2039,0618126988,7
2040,0060094850,4
2041,0060192305,2
2042,0142000361,12
2043,0020518609,5
2044,031219126X,2
2045,0872860175,10
2046,0345446860,55
2047,0446310492,12
2048,037348285X,2
2049,0399145087,34
2050,0515090506,17
2051,0812590244,4
2052,0963641328,1
2053,0060192119,14
2054,0140140352,7
2055,0836218256,13
2056,1574551108,2
2057,1575666529,2
2058,0316969680,63
2059,0425178765,34
2060,0440221102,1
2061,055357227X,21
2062,8807015293,1
2063,881787017X,6
2064,0449207463,2
2065,0689109865,0
2066,3518368540,14
2067,0141180633,4
2068,0773762078,1
2069,0786248688,1
2070,0786887842,8
2071,0140016821,4
2072,0440418569,6
2073,0751522732,2
2074,1853260312,6
2075,0786014210,3
2076,0441005667,8
2077,0061008028,1
2078,0312965338,10
2079,0553259830,0
2080,1888740051,1
2081,1931646384,1
2082,157566559X,1
2083,3423125551,3
2084,0060514949,8
2085,0066210151,5
2086,0375411992,16
2087,0395177111,14
2088,0425188361,13
2089,0060287802,2
2090,0394718968,0
2091,3423620196,7
2092,3442730066,1
2093,351839987X,2
2094,3596129389,6
2095,0743203313,4
2096,0425172554,2
2097,0425177173,39
2098,034543076X,10
2099,0380727501,40
2100,0312423799,10
2101,0316089745,1
2102,037542217X,10
2103,0743249887,4
2104,0345440773,3
2105,0061093106,8
2106,0373218192,36
2107,0440208912,3
2108,0515120006,19
2109,0515127396,21
2110,0345433084,7
2111,0385486804,104
2112,0385494785,11
2113,0385512104,43
2114,0451180208,4
2115,089587198X,1
2116,1555973981,0
2117,0525237704,6
2118,0007119860,3
2119,0060000805,3
2120,0060505273,1
2121,0060512822,27
2122,0060730552,4
2123,0060931671,8
2124,0061015725,61
2125,0061030015,4
2126,0061056871,7
2127,0061097314,57
2128,0064405176,23
2129,009179319X,3
2130,0140104569,1
2131,0140176616,9
2132,0140185844,3
2133,0140255087,8
2134,014100374X,4
2135,0142001430,71
2136,0142003581,1
2137,0151002290,21
2138,0151004137,1
2139,0151006903,12
2140,0156001314,17
2141,0156006332,5
2142,0224018256,4
2143,0307001385,1
2144,031215125X,7
2145,0312420366,6
2146,0312421184,2
2147,0316291161,8
2148,0316353299,5
2149,0330291610,1
2150,0330357808,2
2151,033036197X,4
2152,0330391763,1
2153,0330483013,2
2154,033390785X,1
2155,0345439481,2
2156,0345450515,1
2157,0375505296,6
2158,0375725296,1
2159,0380603764,11
2160,0380728176,4
2161,0385319452,4
2162,0385336403,4
2163,0385418485,7
2164,039914255X,8
2165,0425158616,51
2166,0440222656,112
2167,0440236673,120
2168,044652719X,1
2169,0446608815,57
2170,0449206246,3
2171,0449208397,6
2172,0451526988,1
2173,0451527569,3
2174,0531301427,2
2175,0553295071,6
2176,0590988301,1
2177,0595157939,1
2178,0606006133,0
2179,0618446877,1
2180,0671646575,7
2181,0671776134,38
2182,0676974562,2
2183,0679725229,2
2184,0679771476,17
2185,0684821192,1
2186,0684848597,1
2187,0684852705,2
2188,0688177743,21
2189,0702231088,0
2190,0743224574,40
2191,0743228480,3
2192,0743234413,1
2193,0743418735,6
2194,0743431014,9
2195,0743444329,8
2196,0746020120,1
2197,0747265097,2
2198,0752817051,1
2199,0752999958,1
2200,075350507X,0
2201,076790382X,30
2202,0767903862,16
2203,0767915062,15
2204,0812541979,3
2205,0881104086,1
2206,0883659654,6
2207,0949128260,1
2208,1400060648,2
2209,1573229865,3
2210,1585672939,2
2211,1585673625,1
2212,1590171012,0
2213,1592247865,1
2214,1841955469,1
2215,1853260657,2
2216,1853262714,6
2217,1853266159,1
2218,1860491235,1
2219,1869503171,0
2220,1876825251,1
2221,2253152188,1
2222,0062502182,84
2223,0060175400,62
2224,0060922532,43
2225,0140092501,9
2226,0312168144,1
2227,0312304250,1
2228,0312964854,2
2229,0312982194,2
2230,0345338545,12
2231,0345380371,70
2232,034540288X,78
2233,0345410998,7
2234,0374517886,2
2235,0375505547,5
2236,0380718340,64
2237,0380728249,8
2238,0385240406,6
2239,0385325126,1
2240,038548951X,28
2241,0385490615,1
2242,0385508603,2
2243,0394742591,1
2244,0399133143,17
2245,0425042715,2
2246,0425133516,19
2247,0425161242,25
2248,0425169863,55
2249,0425174360,1
2250,0425180638,67
2251,0425191362,2
2252,0440150167,3
2253,044016205X,1
2254,0441172717,60
2255,0451183665,49
2256,0451195922,7
2257,0451208765,33
2258,0451401492,1
2259,0451528182,2
2260,0486408760,1
2261,0515127221,20
2262,0517149257,18
2263,0517573822,6
2264,0553265520,6
2265,0553583298,2
2266,0570060265,1
2267,0618127453,1
2268,0671017586,2
2269,0671024108,22
2270,0671024248,60
2271,0671028383,23
2272,0671537458,14
2273,0671882198,1
2274,0679439242,2
2275,0684855631,11
2276,0684863324,3
2277,0688145736,0
2278,0688177859,37
2279,0743222008,15
2280,0743437810,11
2281,074345300X,5
2282,0802713815,2
2283,0812563581,4
2284,0812590236,4
2285,0844239461,1
2286,0850315336,1
2287,0875964125,3
2288,0877732906,1
2289,0887307884,7
2290,0887482570,1
2291,0899199089,0
2292,0913367176,1
2293,0929587227,1
2294,0933121245,1
2295,1558007725,1
2296,1569021074,1
2297,1573221775,13
2298,1893910245,3
2299,1932270329,3
2300,0316690619,31
2301,0440224608,5
2302,0446609323,30
2303,0446610038,142
2304,0449222276,5
2305,0451201558,14
2306,0891074759,1
2307,0061032077,7
2308,2253004243,5
2309,0679459626,25
2310,0812566629,7
2311,0816614024,1
2312,340414578X,1
2313,3453189442,1
2314,3518390473,1
2315,3596113350,3
2316,0553583085,4
2317,0671001701,9
2318,0782125557,1
2319,1555217532,1
2320,1892051001,2
2321,0805019375,27
2322,1587991039,1
2323,1587214768,0
2324,0802130496,1
2325,1857931467,1
2326,0006550789,10
2327,0140004424,3
2328,0380706725,2
2329,0380712172,1
2330,0380717085,3
2331,0440512158,3
2332,0767904281,1
2333,1558747478,2
2334,1884822738,2
2335,0451524829,9
2336,0465090974,4
2337,0877287384,1
2338,1931412677,1
2339,0670848549,4
2340,0684829746,6
2341,0425130215,18
2342,8420444782,1
2343,8489618844,2
2344,0061000175,29
2345,0061097659,12
2346,0312971362,8
2347,006017935X,1
2348,1558532161,12
2349,0064408329,2
2350,0440235464,9
2351,0743456866,13
2352,0743457358,41
2353,0440227739,2
2354,0060394447,4
2355,006093395X,4
2356,0061073091,2
2357,0316314641,2
2358,0345425707,19
2359,0345434692,10
2360,0374177023,2
2361,0385491328,3
2362,0425167313,57
2363,0451821971,9
2364,0553131893,8
2365,0553234609,6
2366,0553258540,8
2367,0670894494,12
2368,0765342294,9
2369,076790351X,7
2370,0786808772,8
2371,0802713661,6
2372,0440237688,22
2373,0679884394,1
2374,1582970262,1
2375,1566091446,1
2376,006105660X,1
2377,0374281602,28
2378,0425167720,24
2379,0446519960,7
2380,0609610597,46
2381,0671698419,3
2382,0140251839,0
2383,0140255370,1
2384,0394543971,3
2385,0060970790,12
2386,0156787334,12
2387,0448095300,1
2388,1569314195,1
2389,0060908548,2
2390,0028606353,0
2391,0061030953,1
2392,0316182540,42
2393,0316919896,3
2394,0345413903,55
2395,0446355224,1
2396,0446604658,24
2397,0446611611,24
2398,0451147375,2
2399,0451178033,5
2400,0553282476,22
2401,0553299506,17
2402,0553343874,2
2403,0684867621,48
2404,0881845906,1
2405,0590634275,15
2406,0330294377,3
2407,0061031569,4
2408,3257228007,24
2409,0060002492,10
2410,0399148620,1
2411,0553582143,29
2412,0679426159,23
2413,0743202961,7
2414,0786866462,9
2415,0671020315,7
2416,067169071X,17
2417,042513301X,5
2418,0449214982,3
2419,0451402251,1
2420,0515090174,23
2421,0515095826,24
2422,0515111279,16
2423,0671555235,1
2424,1558175326,1
2425,1570719586,8
2426,3492232981,1
2427,0553580876,2
2428,0385475713,13
2429,0345441753,2
2430,0553280341,67
2431,0425045250,1
2432,0689825234,1
2433,0553375407,75
2434,038080350X,2
2435,0679744479,13
2436,1931561281,1
2437,8401466350,1
2438,1562477676,2
2439,0312983654,6
2440,0345454073,7
2441,0425115801,32
2442,0553582933,4
2443,0671034022,24
2444,0789414708,0
2445,0375727132,42
2446,0440208149,10
2447,0446607711,44
2448,0451151259,32
2449,0028621239,3
2450,0060187271,7
2451,0060512806,18
2452,0060901012,4
2453,0060930071,4
2454,0060972459,10
2455,0060975547,11
2456,0060977507,5
2457,0131554255,2
2458,014029645X,1
2459,0156838389,8
2460,0312278675,6
2461,0312314256,1
2462,0312868308,1
2463,0312874006,4
2464,0316136778,2
2465,0345382544,3
2466,0345386256,3
2467,0345416880,19
2468,0380752298,5
2469,0380771292,5
2470,0385483503,10
2471,0385497288,7
2472,0393312801,9
2473,0393322157,4
2474,0440234824,3
2475,0446516570,14
2476,0446525804,20
2477,0451162463,1
2478,055326396X,2
2479,0553348981,25
2480,0553380958,17
2481,0590486101,1
2482,0609806505,9
2483,0618129030,12
2484,0679725164,4
2485,0679775471,1
2486,0805012478,10
2487,0812505166,10
2488,0965624773,2
2489,1593080743,1
2490,0345434773,8
2491,0786005998,1
2492,0385254520,2
2493,0590431536,1
2494,0380791382,2
2495,0515122491,19
2496,051512902X,8
2497,0515131091,12
2498,0552138223,2
2499,0812530314,1
2500,8401427177,1
2501,8420401153,1
2502,8484502112,4
2503,0140254544,35
2504,0140257934,20
2505,0140265686,20
2506,0060182792,2
2507,0345392825,29
2508,0393038440,0
