isbn,book_author,publisher,language,category_high,years
1853260673,Thomas Hardy,NTC/Contemporary Publishing Company,en,fiction,2000
0060977477,others,Perennial,en,biography autobiography,2000
0345391691,others,Ballantine Books,en,religion,2020
0520011171,others,University of California Press,en,poetry,1970
0553278746,David Brin,Spectra,en,fiction,2000
0670856045,T. Coraghessan Boyle,Viking,en,fiction,2000
0872200760,others,others,en,fiction,1990
0937858994,others,W W Norton & Co,en,nonfiction,1990
0671649949,Stephen McCauley,Washington Square Press,en,others,1990
0590431110,others,Scholastic,en,others,2000
0064470113,others,Harpercollins,en,family,2000
0553571486,Lurlene McDaniel,Starfire,en,nonfiction,2020
0972044205,others,others,en,fiction,2020
0312963009,John Darnton,St. Martin's Press,en,fiction,2000
0345430476,others,Ballantine Books,en,fiction,2000
0345435869,others,Del Rey,en,fiction,2000
0380728729,others,Avon,en,biography autobiography,2000
038081840X,David G. Hartwell,Eos,en,fiction,2020
0449912302,Dave Barry,Ballantine Books,en,computer,2000
055329198X,others,Bantam,en,fiction,2000
0671018930,others,Pocket,en,fiction,2020
0812541642,others,Tor Books,en,fiction,2020
0312988699,Mary Jane Clark,St. Martin's Paperbacks,en,fiction,2020
0486282112,Mary Wollstonecraft Shelley,Dover Publications,en,fiction,2000
8483007010,others,Columna,ca,fiction,2000
0670815373,Robert Westall,Viking,en,fiction,1990
0385313748,Robert B. Parker,Delacorte Press,en,fiction,2000
1575843366,others,Reader's Digest,en,fiction,2000
0684193957,Patricia Cornwell,Scribner,en,fiction,2000
0345371984,Douglas Adams,Ballantine Books,en,nature,2000
0380730138,A. Manette Ansay,Perennial,en,fiction,2000
1573228737,others,Riverhead Books,en,fiction,2020
9681500555,Anne Frank,others,en,fiction,2020
0380711109,others,Collins,en,literature,2000
0452283914,others,Plume Books,en,fiction,2020
0425120279,Tom Clancy,Berkley Publishing Group,en,fiction,2000
067153484X,Andrea Kane,Pocket,en,fiction,2000
0380728273,Nevada Barr,Avon,en,fiction,2020
8433914545,Paul Auster,Anagrama,es,fiction,2000
8484509141,Stephen King,Distribooks,en,fiction,2020
0446606197,Margaret Maron,Warner Books,en,fiction,2000
0771076002,others,others,en,biography autobiography,2020
1559703237,John Irving,Arcade Publishing,en,fiction,2000
3596214629,others,Taschen,en,fiction,2000
0062770500,others,Collins,en,fiction,2000
0671847546,others,Wiley,en,fiction,2000
0060188731,Ann Patchett,Collins,en,fiction,2020
0140374248,Roald Dahl,Penguin,en,fiction,2020
0312995423,Dan Brown,St. Martin's Press,en,fiction,2020
0380704587,Colleen McCullough,Avon,en,fiction,1990
0380815923,Joanne Harris,Perennial,en,fiction,2020
0385416342,John Grisham,Doubleday,en,fiction,2000
0385418493,others,Anchor,en,fiction,2000
038542471X,John Grisham,Doubleday,en,fiction,2000
0425098109,others,Berkley Publishing Group,en,fiction,1990
0449005410,Jane Smiley,Ballantine Books,en,fiction,2020
0449202631,Dick Francis,Fawcett,en,fiction,1990
0449207544,Dick Francis,Fawcett,en,fiction,2000
0515128554,Nora Roberts,Jove Books,en,business,2020
0517577402,Douglas Adams,Random House,en,fiction,2000
0590450875,Jean Marzollo,Scholastic,en,nonfiction,2000
0590481371,others,Scholastic,en,fiction,2000
067103619X,Barbara Delinsky,Pocket,en,fiction,2020
0743411269,Barbara Delinsky,Pocket,en,fiction,2020
0743470389,others,Pocket,en,fiction,2020
076218857X,Rex Stout,Readers Digest,en,fiction,2020
0767905938,others,Broadway,en,biography autobiography,2020
0891091963,others,others,en,fiction,1990
0915811537,others,Pub Group West,en,psycholog,2000
1880185008,others,others,en,fiction,2000
0140345809,William Sleator,Puffin Books,en,fiction,2000
0156528207,Antoine de Saint-Exup̩ry,Harcourt,en,fiction,1970
0380012863,Richard Bach,Avon,en,fiction,1980
0451154916,others,Signet Book,en,fiction,2000
0785815147,others,Castle Books,en,body mind spirit,2020
0875421288,others,Llewellyn Publications,en,body mind spirit,1990
1567184294,others,Llewellyn Publications,en,body mind spirit,2020
156718796X,others,Llewellyn Publications,en,body mind spirit,2000
1862047626,others,Collins,en,body mind spirit,2020
0198320264,William Shakespeare,Oxford University Press,en,fiction,2020
0373196989,others,Silhouette,en,fiction,2020
0373245580,others,Silhouette,en,fiction,2020
0451527747,Lewis Carroll,Signet Classics,en,fiction,2020
0671867113,Mary Higgins Clark,Pocket,en,fiction,2000
0812504208,Mark Twain,Tor Books,en,fiction,1990
1590071212,Charlotte Bronte,others,en,fiction,2020
0060173289,Rebecca Wells,Collins,en,fiction,2000
0060973897,others,Perennial,en,social,2000
006101351X,others,HarperTorch,en,nature,2000
0140104682,others,Penguin,en,fiction,1990
0312143370,others,St. Martin's Press,en,fiction,2000
039456894X,others,Random House,en,others,2000
0440224675,Thomas Harris,Dell,en,fiction,2020
0449002632,others,Fawcett,en,fiction,2000
0449213773,Margaret Atwood,Fawcett,en,fiction,2000
0452279690,Dorothy Allison,Plume Books,en,fiction,2000
0553569058,Margaret Atwood,Bantam,en,fiction,2000
0679427430,MAYA ANGELOU,Random House,en,literary,2000
0679725393,Edith Wharton,Vintage,en,fiction,2000
0802114369,others,Pub Group West,en,biography autobiography,2000
0819154946,others,others,en,social,1990
0897322339,others,Globe Pequot,en,fiction,2000
0940322978,others,New York Review of Books,en,fiction,2020
1573225126,others,Riverhead Books,en,biography autobiography,2000
1579651658,others,Artisan Publishers,en,biography autobiography,2020
1878424319,others,others,en,self help,2000
8427007450,others,Lectorum Pubns (J),en,fiction,1990
8429725792,others,Edicions 62,en,fiction,1990
8474103347,others,others,en,fiction,1990
8475960650,others,others,en,fiction,1990
8475960936,others,Editorial Emp̼ries,en,fiction,1990
8476021844,others,others,en,fiction,2000
8477270120,others,others,en,fiction,1990
8478092943,others,Columna,en,fiction,2000
8478098267,others,Columna,en,fiction,2000
8478800336,others,others,es,women,2000
8478884963,Maeve Binchy,Salamandra,en,fiction,2000
8483002523,others,Columna,en,fiction,2000
8486433193,others,Columna,en,fiction,1990
0600586898,others,others,en,fiction,2000
1853260622,Leo Tolstoy,NTC/Contemporary Publishing Company,en,fiction,2000
1857938011,others,Trafalgar Square,en,fiction,2000
0140382658,others,Puffin Books,en,fiction,2000
0312283784,others,St. Martin's Griffin,en,fiction,2020
0345297709,Piers Anthony,Ballantine Books,en,fiction,1990
0345313097,Piers Anthony,Ballantine Books,en,fiction,1990
0345335465,Anne McCaffrey,Del Rey,en,fiction,2000
0385333404,others,Dial Books,en,fiction,2020
044021145X,John Grisham,Bantam,en,fiction,2000
0449212084,Margaret Truman,Fawcett,en,fiction,2000
0553582682,others,Bantam,en,fiction,2020
0590947257,Paula Danziger,others,en,fiction,2000
0786913878,others,Wizards of the Coast,en,fiction,2020
0801491827,others,Cornell University Press,en,fiction,1990
0816729913,others,Troll Communications,en,families,2000
0843136685,others,Price Stern Sloan,en,humor,2000
0866119531,Anna Sewell,Playmore Inc. Publishers,en,animal,2020
0866119566,Charles Dickens,Playmore Inc. Publishers,en,criminal,1990
0870441663,others,National Geographic,en,fiction,1980
1561561428,Mary Wollstonecraft Shelley,others,en,fiction,2000
0553210092,others,Bantam,en,others,1970
0553258524,Anne McCaffrey,Bantam,en,fiction,1980
0316168815,others,Back Bay Books,en,fiction,2020
014023828X,T. Coraghessan Boyle,Penguin,en,fiction,2000
0316314927,Ellen Gilchrist,Back Bay Books,en,fiction,2000
0345424719,JOHN IRVING,Ballantine Books,en,fiction,2000
0375414746,others,Knopf,en,fiction,2020
0375726403,Richard Russo,Vintage,en,fiction,2020
0385503857,Margaret Atwood,Nan A. Talese,en,fiction,2020
0425156842,Jostein Gaarder,Berkley Publishing Group,en,fiction,2000
0440226104,others,Dell,en,fiction,2000
0553802488,DEAN KOONTZ,Bantam,en,fiction,2020
0767903579,others,Broadway,en,biography autobiography,2000
0805063897,others,Owl Books,en,business,2020
0679777431,DOROTHY DUNNETT,Vintage,en,fiction,2000
0553285343,others,Bantam,en,fiction,2000
0486285529,others,Dover Publications,en,games,2000
0671002481,Olivia Goldsmith,Pocket,en,fiction,2000
0812523385,Emily Dickinson,Tor Books,en,fiction,2000
0385495145,others,Image,en,fiction,2020
0679733825,others,Vintage,en,literature,2000
0842329129,Tim Lahaye,Tyndale House Pub,en,christian,2000
0345451260,others,Ballantine Books,en,fiction,2020
0740700235,others,Andrews McMeel Pub,en,self help,2020
0380973545,others,William Morrow,en,humor,2000
0393321576,others,W.W. Norton & Company,en,biography autobiography,2020
0743424425,Stephen King,Pocket,en,fiction,2020
0786868015,others,Hyperion,en,fiction,2020
0446610178,Sidney Sheldon,Warner Books,en,fiction,2020
0684854953,Christopher Moore,Simon & Schuster,en,fiction,2000
0743229878,Mary Higgins Clark,Simon & Schuster,en,fiction,2020
0380617625,others,Harper Mass Market Paperbacks,en,history,1990
0380732335,others,HarperTorch,en,fiction,2020
0385337132,others,Delacorte Press,en,fiction,2020
0440235057,Elmore Leonard,Dell,en,fiction,2020
0445402040,Elmore Leonard,Warner Books,en,fiction,1990
0618119760,others,Houghton Mifflin,en,fiction,2020
0871138646,others,Atlantic Monthly Press,en,fiction,2020
0026329859,others,MacMillan Publishing Company.,en,cook,2000
0060917016,Barbara Kingsolver,Perennial,en,fiction,2000
0060925000,Vikram Seth,Perennial,en,fiction,2000
0060932759,Isabel Allende,Perennial,en,fiction,2020
0061000280,Tony Hillerman,HarperTorch,en,fiction,2000
0312195516,others,Picador,en,fiction,2000
0380792664,others,Avon,en,fiction,2000
0393048977,others,W.W. Norton & Company,en,poetry,2020
0399137807,Lilian Jackson Braun,Putnam Pub Group,en,fiction,2000
039914739X,Patricia Daniels Cornwell,Putnam Publishing Group,en,fiction,2020
0451203046,Maeve Binchy,Signet Book,en,fiction,2020
0451410556,Martha Grimes,Onyx Books,en,fiction,2020
0451523318,Henry James,Signet Book,en,fiction,1980
0486281965,others,Dover Publications,en,fiction,2000
0486292940,others,Dover Publications,en,poetry,2000
0684824442,Edith Wharton,Scribner,en,fiction,2000
081296666X,others,Villard,en,fiction,2020
1877727083,others,others,en,fiction,2000
0486206173,others,Dover Publications,en,fiction,1970
0312278586,others,St. Martin's Press,en,fiction,2020
8845229041,others,Fabbri - RCS Libri,it,fiction,2000
0140370900,Paul Jennings,Puffin,en,fiction,2000
0674511255,others,Harvard University Press,en,presidents,2000
0030096189,others,others,en,fiction,2000
0312965745,others,St. Martin's Press,en,health fitness,2000
0345374657,others,Ballantine Books,en,health fitness,2000
0395710901,others,Houghton Mifflin,en,family,2000
080521061X,others,Schocken Books,en,education,2000
0679310002,others,Random House,en,fiction,2000
0312288115,others,Thomas Dunne Books,en,fiction,2020
0316171107,others,Little Brown & Co,en,fiction,2000
0380710218,Patricia Daniels Cornwell,Harper Mass Market Paperbacks,en,detective and mystery stories,2000
0515118656,Catherine Coulter,Jove Books,en,fiction,2000
0553289063,Dominick Dunne,Bantam,en,fiction,2000
0671000306,Clive Cussler,Pocket,en,fiction,2000
0671673688,Mary Higgins Clark,Pocket,en,fiction,2000
1561672033,others,others,en,fiction,2000
0425178242,Carl Hiaasen,Berkley Publishing Group,en,fiction,2020
0618173870,others,Houghton Mifflin,en,fiction,2020
0156027321,others,Harvest Books,en,fiction,2020
0375403582,others,Random House,en,fiction,2000
0385721420,others,Anchor,en,fiction,2020
0451202341,others,Signet Book,en,fiction,2020
0743418190,others,Atria,en,fiction,2020
0060913509,Bobbie Ann Mason,Perennial,en,fiction,1990
0060923245,Russell Banks,Perennial,en,fiction,2000
0140286276,Jacquelyn Mitchard,Penguin,en,fiction,2000
0312980388,Wilbur Smith,St. Martin's Paperbacks,en,fiction,2020
0345441133,others,Ballantine Books,en,fiction,2020
0373484100,Nora Roberts,Silhouette,en,fiction,2020
0380732688,Faye Kellerman,Avon,en,fiction,2020
0385335407,Danielle Steel,Delacorte Press,en,fiction,2020
0385424728,John Grisham,Doubleday,en,fiction,2000
0385490992,John Grisham,Doubleday,en,fiction,2000
0425181111,Dean R. Koontz,Berkley Publishing Group,en,fiction,2020
0440225078,Karen Robards,Dell,en,fiction,2020
0449907481,others,Ballantine Books,en,fiction,2000
0486272664,others,Dover Publications,en,poetry,2000
0515127833,Nora Roberts,Jove Books,en,fiction,2020
0515134279,others,Jove Books,en,fiction,2020
0553107305,others,Bantam,en,fiction,2020
0553272837,Nora Roberts,Bantam,en,fiction,2000
080213825X,Candace Bushnell,Grove Press,en,fiction,2020
0945586051,others,others,en,fiction,1990
0965746828,others,others,en,fiction,2000
0590419625,Mike Thaler,Scholastic,en,fiction,1990
0385472951,John Grisham,Doubleday,en,fiction,2000
0451195663,Michael Slade,Signet Book,en,fiction,2000
0425182878,John Sandford,Berkley Publishing Group,en,fiction,2020
055356451X,TAMI HOAG,Bantam,en,fiction,2000
0553564528,TAMI HOAG,Bantam,en,fiction,2000
0743412621,Mary Higgins Clark,Pocket,en,fiction,2020
0849943450,Angela Elwell Hunt,WestBow Press,en,fiction,2020
084994371X,others,WestBow Press,en,fiction,2020
0849943728,others,WestBow Press,en,fiction,2020
0020442408,C. S. Lewis,MacMillan Publishing Company.,en,fantasy,1980
0590406019,C. S. Lewis,Scholastic,en,fiction,1990
0140179836,others,Penguin,en,biography autobiography,2000
0312976275,Janet Evanovich,St. Martin's Paperbacks,en,fiction,2020
0345348656,Stephen R. Donaldson,Del Rey,en,fiction,1990
0373076746,Justine Davis,Silhouette,en,fiction,2000
0373262469,others,Worldwide Library,en,fiction,2000
0380813815,Christopher Moore,Perennial,en,fiction,2020
0385483724,others,Anchor,en,fiction,2020
0385496095,Anne Lamott,Anchor,en,biography autobiography,2020
0395798671,others,Houghton Mifflin,en,psycholog,2000
0439070333,K. A. Applegate,Scholastic,en,fiction,2000
0439099404,Mark Twain,Scholastic,en,fiction,2000
0440241006,others,Dell,en,fiction,2020
0440508827,others,Dell,en,reference,2000
0451522346,Joseph Conrad,Signet Classics,en,courage,1990
0515131679,Maggie Shayne,Jove Books,en,fiction,2020
0553298836,others,Crimeline,en,fiction,2000
0671877445,Lois McMaster Bujold,Baen,en,fiction,2000
068484267X,Frank McCourt,Scribner,en,biography autobiography,2000
0691017840,Joseph Campbell,Princeton University Press,en,fiction,1980
0765346672,Marion Zimmer Bradley,Tor Books,en,fiction,2020
0805009086,others,Henry Holt & Co,en,fiction,1990
0809244942,others,McGraw-Hill,en,science,1990
0892819774,others,others,en,body mind spirit,2020
1558743669,Dave Pelzer,Health Communications,en,fiction,2000
1573225789,others,Riverhead Books,en,biography autobiography,2000
1852308060,others,Element Books,en,science,2000
006017143X,Armistead Maupin,Collins,en,fiction,2020
0345313860,ANNE RICE,Ballantine Books,en,horror tales,1990
0345353625,Marilyn French,Ballantine Books,en,others,2000
0345369947,Anne Rice,Ballantine Books,en,fiction,2000
0385306032,Danielle Steel,Delacorte Press,en,fiction,2000
038549825X,others,Anchor,en,fiction,2020
042517736X,Robin Cook,Berkley Publishing Group,en,fiction,2020
0553202294,Linda Goodman,Bantam,en,fiction,1990
0553225987,others,Bantam,en,business,1990
067170124X,others,Pocket,en,fiction,2000
0671868713,Ann Rule,Pocket,en,fiction,2020
0679401377,Peter Straub,Random House,en,fiction,2000
0805056491,others,Henry Holt & Co,en,fiction,2000
0816152446,Barbara Taylor Bradford,Thorndike Pr,en,fiction,2000
1562827049,others,Hyperion,en,science,2000
0020427859,Susan Cooper,Simon Pulse,en,fiction,1990
0060392452,Michael Moore,Regan Books,en,science,2020
0060558865,Gail Carson Levine,Avon,en,fiction,2020
0060934417,Ann Patchett,Perennial,en,fiction,2020
0060938455,others,Perennial,en,fiction,2020
0061094560,others,HarperTorch,en,fiction,2000
0061096091,others,Harper Mass Market Paperbacks,en,fiction,2000
0064400026,Laura Ingalls Wilder,HarperTrophy,en,fiction,1970
0140230165,Benjamin Hoff,Penguin,en,philosophy,2000
014029628X,Susan Vreeland,Penguin,en,fiction,2020
0307001164,Justine Korman,Golden Books,en,fiction,2000
0307115208,Mercer Mayer,Golden Books,en,others,2000
0307118703,others,Golden Books,en,others,2000
0307119424,MERCER MAYER,Golden Books,en,fiction,2020
0307128865,others,Random House,en,fiction,2000
0312312628,others,St. Martin's Minotaur,en,fiction,2020
0312986769,others,St. Martin's Minotaur,en,fiction,2020
0312990456,Janet Evanovich,St. Martin's Paperbacks,en,fiction,2020
0312995431,others,St. Martin's Paperbacks,en,fiction,2020
0316666009,James Patterson,Little Brown and Company,en,fiction,2020
0345348036,others,Del Rey,en,fiction,1990
0345369068,Sharyn McCrumb,Fawcett,en,fiction,2000
0345379454,others,Ballantine Books,en,fiction,2000
0345404769,others,Ballantine Books,en,fiction,2000
0345413369,PHILIP PULLMAN,Del Rey,en,fiction,2000
0345413377,PHILIP PULLMAN,Del Rey,en,fiction,2020
0345447409,others,Ballantine Books,en,fiction,2020
034546074X,Jonathan Kellerman,Ballantine Books,en,fiction,2020
0375815147,others,Random House,en,fiction,2020
0380709260,Beverly Cleary,HarperTrophy,en,fiction,2000
0380724332,J.A. Jance,Avon,en,fiction,2020
0394825985,others,Random House,en,fiction,1990
0425115844,Barbara Michaels,Berkley Publishing Group,en,fiction,1990
0425168948,Earlene Fowler,Berkley Publishing Group,en,fiction,2000
0425188787,Nevada Barr,Berkley Publishing Group,en,fiction,2020
0439061644,K. A. Applegate,Scholastic,en,fiction,2000
0439080967,Cynthia Voigt,Scholastic,en,fiction,2000
043912042X,others,Scholastic,en,fiction,2020
0439163099,others,Scholastic,en,fiction,2020
0439569842,Jane Yolen,Scholastic,en,dinosaurs,2020
0440236061,others,Dell,en,fiction,2020
0440403553,Anna Sewell,Yearling,en,fiction,2000
0440441501,others,Yearling,en,fiction,1990
0446360589,Scott Turow,Warner Books,en,fiction,2000
0446394521,Fannie Flagg,Warner Books,en,fiction,2000
0449000265,others,Ballantine Books,en,health fitness,2000
0449209121,Dorothy Gilman,Fawcett,en,fiction,2000
0449211770,Dorothy Gilman,Fawcett,en,fiction,2000
0451184718,Sharyn McCrumb,Signet Book,en,fiction,2000
0451210891,Barbara Parker,Signet Book,en,fiction,2020
0553292722,TAMI HOAG,Bantam,en,fiction,2000
0553294849,Susan Conant,Crimeline,en,fiction,2000
0553297341,Susan Conant,Crimeline,en,fiction,2000
0553298860,Susan Conant,Bantam,en,fiction,2000
055356160X,TAMI HOAG,Bantam,en,fiction,2000
0553569910,Iris Johansen,Bantam,en,fiction,2000
0553571842,Kay Hooper,Bantam,en,fiction,2000
0553575538,Kay Hooper,Bantam,en,fiction,2020
0553576801,LISA GARDNER,Bantam,en,fiction,2000
0553576925,Kay Hooper,Bantam,en,fiction,2020
055357695X,Kay Hooper,Bantam,en,fiction,2020
